district,state,homepage,index_score,tier,found_policy_url,found_tech_url,found_contact_url,notes,score_0_to_5,public_ai_policy_exists,evidence_public_ai_policy_exists,ai_use_publicly_disclosed,evidence_ai_use_publicly_disclosed,oversight_named,evidence_oversight_named,board_policy_mentions_ai,evidence_board_policy_mentions_ai,public_contact_available,evidence_public_contact_available
Beaumont Independent School District,TX,https://www.bmtisd.com/,30,Minimal Transparency,https://www.bmtisd.com/about-bisd/general-information/handbooks-policies,,https://www.bmtisd.com/about-bisd/board/board/contact-information,Missing: tech (crawl limited),2,0,,0,,1,intendent's Student Leadership Council Our District Leaders Our Academics Our Instructional Calendar Contact Us Contact Us District Map and Directory COMMUNITY Community & Media Relations Department Volunteers Business Partnerships Spirit Nights Beaumont Public Schools Foundation…,0,,1,"Matilda ""Tillie"" Hickman - Trustee (District 5) Robert C. Dunn Sr - Vice President (At-Large) Denise Wallace-Spooner - Secretary (At-Large) Contact Information Board Outcome Goals 2025-30 Board Policy Manual Board Operating Procedures Board Elections Board Meeting Dates Board Age…"
Brownsville Independent School District,TX,https://www.bisd.us/,30,Minimal Transparency,https://www.bisd.us/documents/handbooks-and-policies/20205-2026-handbooks-and-policies/840906,,,"Missing: tech, contact (crawl limited)",2,0,,0,,1,"inclusion of photographs of elected officials or candidates are not intended to support or oppose anyone running for public office. BISD’s Title IX Coordinator: Dr. Linda Gallegos, Chief Human Resources Officer. The district’s non-discrimination policy; DIA (Local) and FFH (Local…",0,,1,"nsportation Enroll at BISD Handbooks and Policies Cafeteria Menus Trustees Find Us Brownsville ISD 1900 E. Price Road Brownsville, TX 78521 Phone: (956) 548-8000 Stay Connected BISD does not discriminate on the basis of race, color, national origin, gender, religion, age, disabil…"
Laredo Independent School District,TX,https://www.laredoisd.org/,10,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",1,0,,0,,0,,0,,1,"Card 23-24 2025-2026 SeeSomething,SaySomething Read more Find Us Laredo Independent School District 2400 San Bernardo Ave. Laredo, TX 78040 Phone: 956-273-1000 Fax: 956-273-1035 LISD Tax Office Click here to pay Open Records Request Request Form Fraud Reporting Report Stay Connec…"
United Independent School District,TX,https://www.unitedisd.org/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
Corpus Christi Independent School District,TX,https://www.ccisd.us/,30,Minimal Transparency,https://www.ccisd.us/page/board-members,,,"Missing: tech, contact (crawl limited)",2,0,,0,,1,": DGBA - EMPLOYEE COMPLAINTS/GRIEVANCES DIA - EMPLOYEE WELFARE: Freedom from Discrimination, Harassment, and Retaliation w/Title IX and 504 Coordinators Exhibit For Students and Parents: FNG - STUDENT AND PARENT COMPLAINTS/GRIEVANCES For Members of the Public: GF - PUBLIC COMPLAI…",0,,1,"S Amanda Vasquez-Kotch, Kostoryz ES Corpus Christi Independent School District 801 Leopard St. Corpus Christi, TX 78401 Phone: 361‑695‑7200 Contact Us Notice to Persons With Disabilities Required Notices Legal Legal Homepage 2026 CCISD Public Information Calendar Bidding District…"
Lubbock Independent School District,TX,https://www.lubbockisd.org/,30,Minimal Transparency,https://www.lubbockisd.org/o/lisd/page/board-of-trustees,,https://www.lubbockisd.org/page/staff,Missing: tech (crawl limited),2,0,,0,,1,"t Registration Summer Enrichment Staff Staff Safety Safety STOPit STOPit More Show submenu for Summer Enrichment Camp Invention Information Superintendent Scholars Summer Academic Opportunities Outside Lubbock ISD Find Us Lubbock ISD 1628 19th Street Lubbock, TX 79401 806-219-000…",0,,1,"ion For Excellence CTE Find Us Lubbock ISD 1628 19th Street Lubbock, TX 79401 806-219-0000 Hours M-F: 8:00 a.m. - 5:00 p.m. Other Resources Contact Us STOPit Help Desk Nondiscrimination and Network Use Stay Connected Copyright © 2026 Lubbock ISD. All rights reserved. Powered By A…"
Amarillo Independent School District,TX,https://www.amaisd.org/,30,Minimal Transparency,https://www.amaisd.org/amarillo-isd-weather-policy,,https://www.amaisd.org/board-contact-form,Missing: tech (crawl limited),2,0,,0,,1,"Story Request Form Portraits Required Postings Required Postings Home State Required Postings State Required Postings Home Campus Behavior Coordinator contact information College, Career, Military Readiness 5-Year Plans Conduct on School Premises District and Campus Performance E…",0,,1,"st Form Portraits Required Postings Required Postings Home State Required Postings State Required Postings Home Campus Behavior Coordinator contact information College, Career, Military Readiness 5-Year Plans Conduct on School Premises District and Campus Performance Early Childh…"
Waco Independent School District,TX,https://www.wacoisd.org/,30,Minimal Transparency,https://www.wacoisd.org/departments/child-nutrition-services/usda-commodity-management-policy,,https://www.wacoisd.org/about/accountability/assessment/2022-staar-administration,Missing: tech (crawl limited),2,0,,0,,1,ecurity Committee Public Education Information Management System (opens in new window/tab) State and Federal Programs Department Home Staff Directory Title I Supplement Not Supplant Methodology Parent & Family Engagement-Title I Forms and Documents Student Services and Support De…,0,,1,rtment Bullying Information (opens in new window/tab) Business & Financial Services (opens in new window/tab) Business & Financial Services Staff Directory Department Home Financial Transparency Business Services Home Business Services Forms & Documents Supplier Registration & Cu…
Tyler Independent School District,TX,https://www.tylerisd.org/,10,No Public AI Governance Signals,https://www.tylerisd.org/page/school-board,,,"Missing: tech, contact (crawl limited)",1,0,,0,,0,,0,,1,"Us Tyler ISD 1319 Earl Campbell Parkway Tyler, TX 75701 903-262-1000 Submit a Comment Envíe su Comentario Resources Calendars Careers Cell Phone Policy Recent News Support the District Volunteer Legal 25-26 Adopted Budget Board Elections Board Election Results Board Policies Onli…"
College Station Independent School District,TX,https://www.csisd.org/,30,Minimal Transparency,https://www.csisd.org/departments/technology/acceptable-use-policy,https://www.csisd.org/departments/technology/acceptable-use-policy,https://www.csisd.org/our-district/about-csisd/about-us/about-csisd/staff-statistics,,2,0,,0,,1,t Demographics Improvement Plans District of Innovation Plan HB 3 Goals and Plans Why CSISD? Contact CSISD Who to Call Administrative Staff Directory Our Schools & Facilities Elementary Schools College Hills Elementary School (opens in new window/tab) Creek View Elementary School…,0,,1,Student Demographics Improvement Plans District of Innovation Plan HB 3 Goals and Plans Why CSISD? Contact CSISD Who to Call Administrative Staff Directory Our Schools & Facilities Elementary Schools College Hills Elementary School (opens in new window/tab) Creek View Elementary …
Bryan Independent School District,TX,https://www.bryanisd.org/,30,Minimal Transparency,https://www.bryanisd.org/o/bisd/page/board-of-trustees,https://www.bryanisd.org/page/technology,https://www.bryanisd.org/staff?filter_ids=620491,,2,0,,0,,1,List Grading Guidelines Student Handbook & Code of Conduct Skyward Family Access Help Resources ParentSquare Info Immunization Information Title IX Campus Behavior Coordinators Voluntary Student Insurance District of Innovation Plan Parental Rights and Options Information Bryan I…,0,,1,", opposition or fear April - May Leadership Guiding, leading and serving others It's everything Bryan ISD, in your pocket. Documents Events Staff Directory Dining News Bryan Independent School District Bryan ISD Administration 801 SOUTH ENNIS STREET, BRYAN, TX 77803 PHONE: (979) …"
Georgetown Independent School District,TX,https://www.georgetownisd.org/,75,Emerging Governance,https://www.georgetownisd.org/departments/instructional-technology/digital-citizenship-responsible-use-policies,https://www.georgetownisd.org/departments/instructional-technology/digital-citizenship-responsible-use-policies,https://www.georgetownisd.org/departments/technology/staff-directory,,4,1,.net . Device Health & Safety Guidelines Digital Devices in GISD Schools: Health and Safety Guidelines Employees Technology Responsible Use Policy for Employees GISD Guidelines for Staff Use of AI Guest Wifi for Employees Students Technology Responsible Use Policy for Students - …,0,,1,Sale Facilities Maintenance (opens in new window/tab) Facility Scheduling & Rental (opens in new window/tab) Energy Management Home Energy Coordinators Recycling & Composting Utility Usage/Cost Comparisons Reports Links Bond (opens in new window/tab) Facilities Maintenance Overvi…,1,.net . Device Health & Safety Guidelines Digital Devices in GISD Schools: Health and Safety Guidelines Employees Technology Responsible Use Policy for Employees GISD Guidelines for Staff Use of AI Guest Wifi for Employees Students Technology Responsible Use Policy for Students - …,1,es Purchasing Quote Summary For Vendors GISD Staff - Vendor Performance Survey Accounts Payable IRMA Exemption Facility Scheduling & Rental Staff Directory Procedures & Guidelines Campus & Student Services Overview Staff Directory Student Handbooks & Code of Conduct Student Trans…
New Braunfels Independent School District,TX,https://www.nbisd.org/,0,No Public AI Governance Signals,,,,"Missing: policy, tech, contact (crawl limited)",0,0,,0,,0,,0,,0,
San Marcos Consolidated Independent School District,TX,https://www.smcisd.net/,30,Minimal Transparency,,,https://www.smcisd.net/site/Default.aspx?PageType=1&SiteID=4&ChannelID=70&DirectoryType=6,"Missing: policy, tech (crawl limited)",2,0,,0,,1,"n Multilingual Services Office of Academics Purchasing Safety & Health Services Special Education State & Federal Programs Student Services Superintendent Technology Transportation Fine Arts Choose San Marcos "" Choose San Marcos Students & Parents "" Academic Resources Anti-Bullyi…",0,,1,"ECHS "" Early College High School Clubs & Organizations "" Clubs Fine Arts "" SMCISD Fine Arts Athletics "" SMCISD Athletics Hidden Resources "" Staff Directory District News Campus News TAPR School Report Card Youtube Live Stream Shared Feeds & Galleries Enrollment test Returning to …"
Judson Independent School District,TX,https://www.judsonisd.org/,10,No Public AI Governance Signals,,,https://www.judsonisd.org/staff,"Missing: policy, tech (crawl limited)",1,0,,0,,0,,0,,1,"late Sign in Skip Gallery Your browser does not support videos. End of Gallery Class Link Family Access ACADEMIC CALENDAR SAFETY & SECURITY Contact Us Look Around the district Find Us Judson ISD 8012 Shin Oak Drive Live Oak, TX 78233 Number: (210) 945-5100 Toll Free Fraud & Abuse…"
Socorro Independent School District,TX,https://www.sisd.net/,30,Minimal Transparency,https://www.sisd.net/page/policies,,https://www.sisd.net/staff,Missing: tech (crawl limited),2,0,,0,,1,earch site Explore Explore Schools Translate Explore Schools Translate Home Home About Us Show submenu for About Us About Us About Us Staff Directory Seize Your Opportunity Board of Trustees Show submenu for Board of Trustees Board Goals Superintendent of Schools District Transpa…,0,,1,ment Search site Explore Explore Schools Translate Explore Schools Translate Home Home About Us Show submenu for About Us About Us About Us Staff Directory Seize Your Opportunity Board of Trustees Show submenu for Board of Trustees Board Goals Superintendent of Schools District T…
